x1,x2,x3,x4,treatment,outcome
0.4967141530112327,1.1748140575856918,1.0,0,1,1
-0.13826430117118466,-1.8789809447538273,2.0,0,0,0
0.6476885381006925,-0.3277950558774631,1.0,0,1,0
1.5230298564080254,-0.04166002338133474,0.0,1,1,1
-0.23415337472333597,0.01590865839963108,2.0,0,1,0
-0.23413695694918055,0.1804960560780812,2.0,0,0,0
1.5792128155073915,0.6104398198094931,2.0,1,0,1
0.7674347291529088,-0.03540743904535086,0.0,1,1,1
-0.4694743859349521,-0.3680582821436807,0.0,0,1,0
0.5425600435859647,-0.4075893446596956,1.0,0,1,1
-0.46341769281246226,-0.6115158020383546,2.0,0,0,1
-0.46572975357025687,0.7875433243268652,0.0,0,0,1
0.24196227156603412,-0.6465284794765146,3.0,0,0,0
-1.913280244657798,0.8467711090082444,1.0,0,0,1
-1.7249178325130328,0.018999082259871004,0.0,0,0,1
-0.5622875292409727,-0.5212548068561296,0.0,1,1,1
-1.0128311203344238,0.6184072157441348,0.0,0,0,0
0.3142473325952739,-0.7274539247231182,1.0,0,0,0
-0.9080240755212109,0.6381840407282129,0.0,1,0,1
-1.4123037013352915,0.21272612119178486,0.0,1,0,0
1.465648768921554,-0.5963246890919207,3.0,0,0,1
-0.22577630048653566,0.5286348153345591,3.0,0,0,1
0.06752820468792384,0.5465897256886387,3.0,1,0,1
-1.4247481862134568,1.1575196058099577,0.0,0,0,0
-0.5443827245251827,0.9661470124092959,3.0,1,0,0
0.11092258970986608,0.49127402072628285,2.0,1,1,1
-1.1509935774223028,-1.1275909512087632,3.0,0,1,0
0.37569801834567196,2.448586988174057,3.0,1,0,1
-0.600638689918805,-1.4036162110718102,0.0,1,0,0
-0.2916937497932768,0.949263174282309,2.0,1,0,0
-0.6017066122293969,0.43128381688629847,3.0,0,1,1
1.8522781845089378,-1.1741423724811146,0.0,1,1,0
-0.013497224737933921,-0.12430093887849918,2.0,0,0,0
-1.0577109289559004,-0.07875288624464047,3.0,1,1,0
0.822544912103189,1.3055827158105235,0.0,0,0,0
-1.2208436499710222,-0.7133109002802115,2.0,0,1,0
0.2088635950047554,-0.2619450064243539,3.0,0,1,1
-1.9596701238797756,-2.336069605021263,2.0,0,0,0
-1.3281860488984305,1.7347627931235772,2.0,0,1,0
0.19686123586912352,-1.0704682430200712,0.0,0,0,0
0.7384665799954104,0.3269108642391749,1.0,0,1,0
0.1713682811899705,-0.10140782972186395,2.0,0,1,0
-0.11564828238824053,-0.09800096678333993,2.0,1,0,0
-0.3011036955892888,0.809861984870875,2.0,1,0,0
-1.4785219903674274,1.6712624603036346,2.0,0,0,0
-0.7198442083947086,0.25149366994199174,2.0,0,0,0
-0.4606387709597875,0.6550780176305259,1.0,0,1,0
1.0571222262189157,0.32889153672704086,0.0,0,1,1
0.3436182895684614,1.0175314239306263,1.0,1,0,0
-1.763040155362734,-0.46291637948632713,0.0,1,0,1
0.324083969394795,1.075390554416414,1.0,0,0,0
-0.38508228041631654,1.110499865647384,0.0,1,1,1
-0.6769220003059587,1.0825370086829098,3.0,1,0,0
0.6116762888408679,-0.660147867336476,2.0,0,1,1
1.030999522495951,-0.16833763423719086,0.0,0,1,1
0.9312801191161986,0.23946698878043493,0.0,0,0,1
-0.8392175232226385,-1.3708420448290057,2.0,0,0,1
-0.3092123758512146,1.5949202080860148,3.0,0,0,0
0.33126343140356396,-0.012276533502175885,2.0,0,1,1
0.9755451271223592,0.2839278876047216,0.0,0,1,1
-0.47917423784528995,-0.577004439727203,0.0,0,1,0
-0.18565897666381712,-1.3268775593670228,2.0,0,1,1
-1.1063349740060282,-0.604029885474771,1.0,0,0,1
-1.1962066240806708,0.21920418763358843,2.0,0,0,1
0.812525822394198,0.6734288127536935,0.0,0,1,0
1.356240028570823,0.16179154060272016,0.0,0,1,0
-0.07201012158033385,0.3467240162419504,0.0,1,1,1
1.0035328978920242,-0.33702637468137664,3.0,1,1,0
0.36163602504763415,0.4962485662454281,2.0,0,1,1
-0.6451197546051243,1.482832866385907,3.0,0,0,0
0.36139560550841393,0.7047894424389869,2.0,1,0,1
1.5380365664659692,0.8095418882529403,3.0,1,0,1
-0.03582603910995154,0.29401639930663104,1.0,0,0,0
1.5646436558140062,-1.5031550695996019,0.0,1,1,1
-2.6197451040897444,-1.0446665306312433,0.0,0,0,0
0.8219025043752238,0.4548758006638433,2.0,0,1,1
0.08704706823817122,-0.010939051960085844,0.0,1,0,1
-0.29900735046586746,0.439842886472828,3.0,0,0,1
0.0917607765355023,1.6764234178440736,1.0,1,1,1
-1.9875689146008928,0.7260359992293337,3.0,0,0,1
-0.21967188783751193,1.2588862057428216,3.0,0,1,1
0.3571125715117464,0.09468138947073004,2.0,0,0,1
1.477894044741516,-0.8072156774844398,0.0,1,1,1
-0.5182702182736474,-0.05786615921434102,3.0,0,0,0
-0.8084936028931876,-0.8047518137191378,2.0,1,0,1
-0.5017570435845365,1.558294956772448,3.0,1,0,0
0.9154021177020741,0.7903910765354696,3.0,0,1,1
0.32875110965968446,0.5205124966282796,3.0,0,0,1
-0.5297602037670388,1.2359432022281034,2.0,0,0,1
0.5132674331133561,-2.0200564145232254,1.0,1,1,1
0.09707754934804039,0.5881379513426596,3.0,1,0,0
0.9686449905328892,-1.3106457843043726,3.0,0,0,1
-0.7020530938773524,-0.0072556984656611655,2.0,0,0,0
-0.3276621465977682,-0.31170759246721447,0.0,0,1,0
-0.39210815313215763,0.6617366120969479,1.0,0,0,1
-1.4635149481321186,0.22818728896095541,2.0,0,0,0
0.29612027706457605,1.3451171736117884,0.0,1,0,0
0.26105527217988933,-0.6018971609326136,2.0,1,0,1
0.00511345664246089,0.7091143896332839,2.0,1,0,1
-0.23458713337514692,0.16222321689883193,1.0,0,0,1
-1.4153707420504142,-1.6352902700715526,1.0,0,0,0
-0.42064532276535904,-0.9186164585230326,1.0,0,1,1
-0.3427145165267695,-0.1498780335221683,1.0,0,1,0
-0.8022772692216189,1.1122924498917277,0.0,0,0,0
-0.16128571166600914,0.4637230575571145,3.0,0,0,1
0.4040508568145384,-1.1675008238807143,2.0,1,0,0
1.8861859012105302,-0.14031622804715976,1.0,0,1,1
0.17457781283183896,2.01780644879303,3.0,1,1,1
0.25755039072276437,0.11122333484085803,0.0,0,0,1
-0.07444591576616721,-0.32732557507239574,1.0,0,0,1
-1.9187712152990415,0.4917396407562205,2.0,0,0,0
-0.026513875449216878,0.76339307958197,3.0,0,0,0
0.06023020994102644,-0.4561683474800591,1.0,1,1,1
2.463242112485286,0.502574774371437,2.0,0,1,1
